Brazil,Columbia,Argentina,Peru,Venezuela,Chile,Equador,Bolivia,Paraguay,Uruguay,Guyana,Suriname,French Guiana,Falkland Islands
204000000,48500000,43100000,31100000,30600000,18000000,16300000,10500000,7000000,3300000,747000,560000,262000,3000
